title,publish_date,media_name,url,cluster,title_total_frequency,title_date_frequency,publish_year,publish_month,publish_day,days_since_min,label,cluster_name,topics
Juno' Star Elliot Page Comes Out as Transgender,12/1/20,rollingstone.com,https://www.rollingstone.com/culture/culture-news/juno-star-elliot-page-comes-out-as-transgender-1096977/,84,3,3,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
Juno' Star Elliot Page Comes Out as Transgender: 'I Feel Lucky To Be Writing This',12/1/20,billboard.com,https://www.billboard.com/articles/news/pride/9491884/elliot-page-comes-out-transgender/,84,2,2,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
Juno' actor Elliot Page comes out as transgender,12/1/20,newsday.com,https://www.newsday.com/entertainment/celebrities/elliot-page-ellen-page-transgender-1.50079551,84,2,2,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
Juno' and 'Umbrella Academy' Actor Elliot Page Comes Out as Transgender in Heartfelt Letter,12/1/20,indiewire.com,https://www.indiewire.com/2020/12/elliot-page-transgender-ellen-page-1234601639/,84,2,2,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
Juno' star Elliot Page shares transgender identity,12/1/20,stltoday.com,https://www.stltoday.com/entertainment/juno-star-elliot-page-shares-transgender-identity/article_f543eff1-22c6-5689-85eb-44c4e1cccf74.html,84,4,4,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
Lazy and hostile': Netflix under fire for hosting Dave Chappelle's 'transphobic' new comedy special—as an executive producer threatens to quit,10/7/21,dailydot.com,https://www.dailydot.com/unclick/dave-chappelle-closer-trans-jokes-jaclyn-moore-quits-netflix/,52,1,1,2021,10,7,645,Chappelle Controversy,Chappelle Controversy,"bigotry, popCulture"
Biden repeals Trump ban on transgender people in military,1/25/21,pbs.org,https://www.pbs.org/newshour/politics/biden-will-sign-order-reversing-trump-ban-on-transgender-people-in-military,112,2,2,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
"Mandalorian' star Gina Carano under fire for anti-mask, alt-right tweets",9/14/20,dailydot.com,https://www.dailydot.com/unclick/gina-carano-twitter-transphobic-anti-mask-alt-right/,18,1,1,2020,9,14,257,Gina Carano Firing,Gina Carano Firing,"popCulture, bigotry, freeSpeech"
Medical necessity': Florida judge strikes down ban on Medicaid-funded gender-affirming care,6/21/23,alternet.org,https://www.alternet.org/florida-judge-strikes-medicaid-ban/,122,2,2,2023,6,21,1267,Florida Transgender Care,Florida Transgender Care,"statePolicy, children, healthcare, identity"
Morning After' Antibiotics Could Slash Odds for Common STDs,4/6/23,stltoday.com,https://www.stltoday.com/lifestyles/health-med-fit/morning-after-antibiotics-could-slash-odds-for-common-stds/article_3bdc0212-f53d-5b63-8dd2-b85900d1f606.html,21,1,1,2023,4,6,1191,Morning-After STI Pill,Morning-After STI Pill,healthcare
Nobody imagined it would go on this long': Bud Light sales continue to plummet over Mulvaney backlash,5/23/23,nbcnews.com,https://www.nbcnews.com/business/consumer/bud-light-sales-falling-amid-mulvaney-backlash-no-end-in-sight-rcna85832,54,2,2,2023,5,23,1238,Bud Light Boycott,Bud Light Boycott,"bigotry, cultureWars"
Non-Binary' Former Biden Official on Secret Tax-Payer Funded Trip at Time of Luggage Theft,7/17/23,redstate.com,https://redstate.com/nick-arama/2023/07/17/non-binary-former-biden-official-on-secret-tax-payer-funded-trip-at-time-of-luggage-theft-n777690,29,1,1,2023,7,17,1293,Brinton Luggage Thefts,Brinton Luggage Thefts,identity
Biden repeals Trump-era ban on transgender military service,1/25/21,politico.com,https://www.politico.com/news/2021/01/25/biden-repeals-transgender-military-service-ban-462186,112,1,1,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
Pose' stars join growing backlash over J.K. Rowling's anti-trans comments,6/11/20,latimes.com,http://feeds.latimes.com/~r/latimes/entertainment/~3/RVPwbUimFPw/jk-rowling-transphobic-pose-stars-universal-warner-bros,63,2,2,2020,6,11,162,Rowling Trans Controversy,Rowling Trans Controversy,"popCulture, bigotry, identity"
Biden reverses Trump ban on transgender individuals serving in military,1/25/21,foxnews.com,https://www.foxnews.com/politics/biden-reverses-trump-ban-on-transgender-individuals-serving-in-military,112,2,2,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
Biden reverses Trump ban on transgender people in military,1/25/21,chron.com,https://www.chron.com/news/article/Biden-Reverses-Transgender-Ban-15896222.php,112,14,14,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
Biden reverses Trump ban on transgender people in military,1/25/21,denverpost.com,http://feeds.denverpost.com/~r/dp-politics/~3/Q4Jd5Z2CnrM/,112,14,14,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
Selling Sunset' Star Chrishell Stause Ties the Knot With Singer G Flip After a Year of Dating,5/11/23,inquisitr.com,https://www.inquisitr.com/selling-sunset-star-chrishell-stause-ties-the-knot-with-singer-g-flip-after-a-year-of-dating,10,1,1,2023,5,11,1226,Chrishell Stause & G,Chrishell Stause & G,popCulture
Selling Sunset' star Chrishell Stause confirms new romance with Australian musician G Flip,5/6/22,foxnews.com,https://www.foxnews.com/entertainment/selling-sunset-star-chrishell-stause-new-romance-nonbinary-australian-musician-g-flip,10,1,1,2022,5,6,856,Chrishell Stause & G,Chrishell Stause & G,popCulture
Selling Sunset' star Chrishell Stause thought she was making babies in G Flip video,5/12/22,latimes.com,https://www.latimes.com/entertainment-arts/tv/story/2022-05-12/selling-sunset-chrishell-stause-g-flip-relationship-get-me-outta-here-music-video,10,1,1,2022,5,12,862,Chrishell Stause & G,Chrishell Stause & G,popCulture
Selling Sunset's' Chrishell Stause marries musician G Flip after a year together,5/11/23,latimes.com,https://www.latimes.com/entertainment-arts/tv/story/2023-05-11/selling-sunsets-chrishell-stause-marries-g-flip-after-a-year-of-dating,10,1,1,2023,5,11,1226,Chrishell Stause & G,Chrishell Stause & G,popCulture
So Ezra Miller isn’t going to face any consequences for their actions?': Ezra Miller faces backlash after 'The Flash' premiere appearance,6/13/23,dailydot.com,https://www.dailydot.com/unclick/ezra-miller-the-flash-premiere-backlash/,9,1,1,2023,6,13,1259,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
Star Wars': Gina Carano out of 'Mandalorian' after social media posts,2/11/21,azcentral.com,http://rssfeeds.azcentral.com/~/643962426/0/phoenix/nation~After-controversial-social-media-posts-The-Mandalorian-star-Gina-Carano-is-no-longer-a-part-of-Star-Wars-future/,18,5,5,2021,2,11,407,Gina Carano Firing,Gina Carano Firing,"popCulture, bigotry, freeSpeech"
Star Wars': Gina Carano out of 'Mandalorian' after social media posts,2/11/21,freep.com,http://rssfeeds.freep.com/~/643962426/0/freep/home~After-controversial-social-media-posts-The-Mandalorian-star-Gina-Carano-is-no-longer-a-part-of-Star-Wars-future/,18,5,5,2021,2,11,407,Gina Carano Firing,Gina Carano Firing,"popCulture, bigotry, freeSpeech"
Star Wars': Gina Carano out of 'Mandalorian' after social media posts,2/11/21,usatoday.com,http://rssfeeds.usatoday.com/~/643962426/0/usatoday-newstopstories~After-controversial-social-media-posts-The-Mandalorian-star-Gina-Carano-is-no-longer-a-part-of-Star-Wars-future/,18,5,5,2021,2,11,407,Gina Carano Firing,Gina Carano Firing,"popCulture, bigotry, freeSpeech"
"Star Wars': Gina Carano out of 'Mandalorian,' joins Daily Wire",2/10/21,usatoday.com,https://www.usatoday.com/story/entertainment/tv/2021/02/10/star-wars-gina-carano-out-mandalorian-after-social-media-posts/6715378002/,18,1,1,2021,2,10,406,Gina Carano Firing,Gina Carano Firing,"popCulture, bigotry, freeSpeech"
The Flash' Actor Ezra Miller Arrested on Assault Charge in Hawaii,4/20/22,newsmax.com,https://www.newsmax.com/thewire/ezra-miller-assault-arrested-hawaii/2022/04/20/id/1066486/,9,1,1,2022,4,20,840,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
The Flash' Filmmakers Address Ezra Miller’s Breakdown and Recovery,4/25/23,vanityfair.com,https://www.vanityfair.com/hollywood/2023/04/the-flash-ezra-miller-filmmakers,9,1,1,2023,4,25,1210,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
"The Flash' Star Ezra Miller Allegedly Harassed Woman in Germany, Iceland Choking Victim Speaks",7/1/22,breitbart.com,https://www.breitbart.com/entertainment/2022/07/01/ezra-miller-allegedly-harassed-woman-in-germany-iceland-choking-victim-speaks/,9,1,1,2022,7,1,912,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
The Flash' Star Ezra Miller Claims He Has Been ‘Unjustly Targeted' as Protective Order for Teen Girl Expires,7/2/23,breitbart.com,https://www.breitbart.com/entertainment/2023/07/02/the-flash-star-ezra-miller-claims-he-has-been-unjustly-targeted-as-protective-order-for-teen-girl-expires/,9,1,1,2023,7,2,1278,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
The Flash' Star Ezra Miller Seeking Treatment for 'Complex Mental Health Issues' (EXCLUSIVE),8/15/22,variety.com,https://variety.com/2022/film/news/ezra-miller-apologizes-the-flash-mental-health-issues-1235341888/,9,1,1,2022,8,15,957,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
The Flash' Star Ezra Miller Vows to Seek Treatment for 'Complex Mental Health Issues' After Multiple Arrests,8/16/22,breitbart.com,https://www.breitbart.com/entertainment/2022/08/16/ezra-miller-apologizes-for-past-behavior-vows-to-seek-treatment-for-complex-mental-health-issues/,9,1,1,2022,8,16,958,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
"The Flash' Was Never Going to Be Derailed by Ezra Miller's Arrests, Says Producer",6/1/23,indiewire.com,https://www.indiewire.com/news/breaking-news/the-flash-never-shelved-ezra-miller-1234869503/,9,1,1,2023,6,1,1247,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
The Flash' fans divided over new trailer amid Ezra Miller allegations: 'Seeing everyone forget what he did',2/13/23,foxnews.com,https://www.foxnews.com/media/the-flash-fans-divided-new-trailer-ezra-miller-allegations-seeing-everyone-forget-did,9,1,1,2023,2,13,1139,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
The Flash' star Ezra Miller meets with Warner Bros. execs about movie and to 'apologize': report,8/26/22,foxnews.com,https://www.foxnews.com/entertainment/the-flash-star-ezra-miller-meets-warner-bros-execs-about-movie-apologizes-report,9,1,1,2022,8,26,968,Ezra Miller Controversy,Ezra Miller Controversy,"popCulture, bigotry"
The Mandalorian' Actress Gina Carano Fired by Lucasfilm,2/11/21,indiewire.com,https://www.indiewire.com/2021/02/gina-carano-fired-lucasfilm-1234616431/,18,1,1,2021,2,11,407,Gina Carano Firing,Gina Carano Firing,"popCulture, bigotry, freeSpeech"
The Mandalorian' Star Gina Carano Strikes Back Against Disney With Bombshell Lawsuit,2/6/24,redstate.com,https://redstate.com/jeffc/2024/02/06/the-mandalorian-star-gina-carano-strikes-back-against-disney-with-bombshell-lawsuit-n2169742,18,2,2,2024,2,6,1497,Gina Carano Firing,Gina Carano Firing,"popCulture, bigotry, freeSpeech"
The biggest losers': Bud Light boycott hammers hundreds of independent distributors,5/25/23,abcnews.go.com,https://abcnews.go.com/Business/biggest-losers-bud-light-boycott-hammers-hundreds-independent/story?id=99536969,54,1,1,2023,5,25,1240,Bud Light Boycott,Bud Light Boycott,"bigotry, cultureWars"
The rainbow of humanity': Let's celebrate and support the LGBTQIA+ community beyond Pride Month,6/17/22,dailykos.com,https://www.dailykos.com/stories/2022/6/17/2104721/--The-rainbow-of-humanity-Let-s-celebrate-and-support-the-LGBTQIA-community-beyond-Pride-Month?pm_campaign=blog&pm_medium=rss&pm_source=main,91,4,4,2022,6,17,898,Pride Month,Pride Month,activism
Biden reverses Trump ban on transgender people in military,1/25/21,staradvertiser.com,https://www.staradvertiser.com/2021/01/25/breaking-news/biden-reversing-trump-ban-on-transgender-people-in-military/,112,14,14,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
These numbers are staggering': Bud Light sales are tanking — and its competitors are reaping the benefits,4/25/23,theblaze.com,https://www.theblaze.com/news/bud-light-sales-drop-continues,54,1,1,2023,4,25,1210,Bud Light Boycott,Bud Light Boycott,"bigotry, cultureWars"
Trans women are women': Daniel Radcliffe speaks out after JK Rowling tweets,6/8/20,theguardian.com,https://www.theguardian.com/film/2020/jun/08/daniel-radcliffe-jk-rowling-transgender-tweets,63,4,4,2020,6,8,159,Rowling Trans Controversy,Rowling Trans Controversy,"popCulture, bigotry, identity"
Transphobic A**hole:' Liberals Freak Out on J.K. Rowling After News of Harry Potter TV Series,1/26/21,newsbusters.org,https://newsbusters.org/blogs/culture/tierin-rose-mandelburg/2021/01/26/transphobic-ahole-liberals-freak-out-jk-rowling,63,2,2,2021,1,26,391,Rowling Trans Controversy,Rowling Trans Controversy,"popCulture, bigotry, identity"
Umbrella Academy' star Elliot Page announces he is transgender,12/1/20,mashable.com,http://feeds.mashable.com/~r/Mashable/~3/G6l2niiFQgg/,84,3,3,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
Umbrella Academy' star Elliot Page announces he is transgender in powerful statement,12/1/20,latimes.com,https://www.latimes.com/entertainment-arts/story/2020-12-01/elliot-page-transgender-coming-out-post,84,3,3,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
"Umbrella Academy' star Elliot Page, formerly known as Ellen Page, comes out as transgender",12/1/20,foxnews.com,https://www.foxnews.com/entertainment/elliot-page-formerly-ellen-page-transgender-umbrella-academy-juno,84,2,2,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
Umbrella Academy's Elliot Page Came Out As Trans & His Message About It Is So Important,12/1/20,elitedaily.com,https://www.elitedaily.com/p/umbrella-academys-elliot-page-came-out-as-trans-his-message-about-it-is-so-important-47171744,84,4,4,2020,12,1,335,Elliot Page Comes Out,Elliot Page Comes Out,"popCulture, identity"
Victory For The People': Thailand Set To Approve Same-sex Marriage,6/17/24,ibtimes.com,https://www.ibtimes.com/victory-people-thailand-set-approve-same-sex-marriage-3734588,34,2,2,2024,6,17,1629,Thai Same-Sex Marriage,Thai Same-Sex Marriage,"internationalPolicy, publicSpace"
Victory for the people': Thai lawmakers pass marriage equality law,6/18/24,rawstory.com,https://www.rawstory.com/victory-for-the-people-thai-lawmakers-pass-marriage-equality-law/,34,2,2,2024,6,18,1630,Thai Same-Sex Marriage,Thai Same-Sex Marriage,"internationalPolicy, publicSpace"
Biden reverses Trump ban on transgender people in military,1/25/21,startribune.com,https://www.startribune.com/biden-reverses-trump-ban-on-transgender-people-in-military/600014762/,112,14,14,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
Biden reverses Trump ban on transgender people in military,1/25/21,stltoday.com,https://www.stltoday.com/news/national/govt-and-politics/biden-reverses-trump-ban-on-transgender-people-in-military/article_5c94293e-4389-58a8-8891-c75ff0cf5217.html,112,14,14,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
Biden reverses Trump ban on transgender people in military,1/25/21,twincities.com,https://www.twincities.com/2021/01/25/biden-reverses-trump-ban-on-transgender-people-in-military/,112,14,14,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
Biden reverses Trump military transgender ban,1/25/21,gazettenet.com,https://www.gazettenet.com/Biden-reverses-Trump-ban-on-transgender-people-in-military-38526825,112,2,2,2021,1,25,390,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
"10 GOP state senators who staged long walkout can’t run for reelection, Oregon high court says",2/1/24,pbs.org,https://www.pbs.org/newshour/politics/10-gop-state-senators-who-staged-long-walkout-cant-run-for-reelection-oregon-high-court-says,31,1,1,2024,2,1,1492,Oregon GOP Walkout,Oregon GOP Walkout,"statePolicy, activism"
10 LGBTQ Films We Can't Wait to See at Outfest 2020,8/21/20,indiewire.com,https://www.indiewire.com/2020/08/lgbtq-movies-outfest-gay-lesbian-trans-film-1234581400/,75,1,1,2020,8,21,233,LGBTQ+ Media,LGBTQ+ Media,"popCulture, identity"
Biden reverses Trump restrictions on transgender troops,1/26/21,csmonitor.com,https://www.csmonitor.com/USA/Military/2021/0126/Biden-reverses-Trump-restrictions-on-transgender-troops?icid=rss,112,2,2,2021,1,26,391,Biden Reverses Transgender Ban,Biden Reverses Transgender Ban,federalPolicy
